Years of Experience,Salary Average,Education Level
3.0,70000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
4.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
10.0,100000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
6.0,80000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
6.0,80000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
8.0,90000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
8.0,90000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,60000.0,Bachelor's Degree
8.0,100000.0,Bachelor's Degree
3.0,45000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
18.0,170000.0,Bachelor's Degree
2.0,40000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
9.0,110000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
6.0,90000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
9.0,110000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
6.0,90000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
9.0,110000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
6.0,90000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
9.0,110000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
6.0,90000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
9.0,110000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
6.0,90000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
9.0,110000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
6.0,90000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
9.0,110000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
6.0,90000.0,Bachelor's Degree
8.0,95000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
9.0,110000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
2.0,47000.0,Bachelor's Degree
19.0,174000.0,Bachelor's Degree
2.0,41000.0,Bachelor's Degree
9.0,99000.0,Bachelor's Degree
5.0,75000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
10.0,113000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
7.0,96000.0,Bachelor's Degree
9.0,99000.0,Bachelor's Degree
5.0,75000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
10.0,113000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
7.0,96000.0,Bachelor's Degree
9.0,99000.0,Bachelor's Degree
5.0,75000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
10.0,113000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
7.0,96000.0,Bachelor's Degree
9.0,99000.0,Bachelor's Degree
5.0,75000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
10.0,113000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
7.0,96000.0,Bachelor's Degree
9.0,99000.0,Bachelor's Degree
5.0,75000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
10.0,113000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
7.0,96000.0,Bachelor's Degree
9.0,99000.0,Bachelor's Degree
5.0,75000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
10.0,113000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
7.0,96000.0,Bachelor's Degree
9.0,99000.0,Bachelor's Degree
5.0,75000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
10.0,113000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
7.0,96000.0,Bachelor's Degree
9.0,99000.0,Bachelor's Degree
5.0,75000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
10.0,113000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
2.0,41000.0,Bachelor's Degree
13.0,127000.0,Bachelor's Degree
2.0,47000.0,Bachelor's Degree
8.0,92000.0,Bachelor's Degree
4.0,71000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
8.0,101000.0,Bachelor's Degree
8.0,92000.0,Bachelor's Degree
4.0,71000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
8.0,101000.0,Bachelor's Degree
8.0,92000.0,Bachelor's Degree
4.0,71000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
8.0,101000.0,Bachelor's Degree
8.0,92000.0,Bachelor's Degree
4.0,71000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
8.0,101000.0,Bachelor's Degree
8.0,92000.0,Bachelor's Degree
4.0,71000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
8.0,101000.0,Bachelor's Degree
8.0,92000.0,Bachelor's Degree
4.0,71000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
8.0,101000.0,Bachelor's Degree
8.0,92000.0,Bachelor's Degree
4.0,71000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
8.0,101000.0,Bachelor's Degree
8.0,92000.0,Bachelor's Degree
4.0,71000.0,Bachelor's Degree
2.0,36000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
6.0,85000.0,Bachelor's Degree
3.0,62000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
7.0,91000.0,Bachelor's Degree
5.0,74000.0,Bachelor's Degree
2.0,37000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
3.0,61000.0,Bachelor's Degree
1.0,52000.0,Bachelor's Degree
4.0,58000.0,Bachelor's Degree
8.0,104000.0,Bachelor's Degree
2.0,37000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
3.0,61000.0,Bachelor's Degree
1.0,52000.0,Bachelor's Degree
4.0,58000.0,Bachelor's Degree
8.0,104000.0,Bachelor's Degree
2.0,37000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
3.0,61000.0,Bachelor's Degree
1.0,52000.0,Bachelor's Degree
4.0,58000.0,Bachelor's Degree
8.0,104000.0,Bachelor's Degree
2.0,37000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
3.0,61000.0,Bachelor's Degree
1.0,52000.0,Bachelor's Degree
4.0,58000.0,Bachelor's Degree
8.0,104000.0,Bachelor's Degree
2.0,37000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
3.0,61000.0,Bachelor's Degree
1.0,52000.0,Bachelor's Degree
4.0,58000.0,Bachelor's Degree
8.0,104000.0,Bachelor's Degree
2.0,37000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
3.0,61000.0,Bachelor's Degree
1.0,52000.0,Bachelor's Degree
4.0,58000.0,Bachelor's Degree
8.0,104000.0,Bachelor's Degree
2.0,37000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
3.0,61000.0,Bachelor's Degree
1.0,52000.0,Bachelor's Degree
4.0,58000.0,Bachelor's Degree
8.0,104000.0,Bachelor's Degree
2.0,37000.0,Bachelor's Degree
11.0,119000.0,Bachelor's Degree
3.0,61000.0,Bachelor's Degree
1.0,52000.0,Bachelor's Degree
4.0,58000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
5.0,60000.0,Bachelor's Degree
1.0,32000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
4.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
2.0,42000.0,Bachelor's Degree
2.0,42000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,32000.0,Bachelor's Degree
7.0,65000.0,Bachelor's Degree
3.0,45000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,38000.0,Bachelor's Degree
5.0,60000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
1.0,32000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,42000.0,Bachelor's Degree
4.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,85000.0,Bachelor's Degree
2.0,42000.0,Bachelor's Degree
2.0,42000.0,Bachelor's Degree
1.0,40000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,32000.0,Bachelor's Degree
7.0,65000.0,Bachelor's Degree
3.0,45000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,38000.0,Bachelor's Degree
5.0,60000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
1.0,32000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
2.0,42000.0,Bachelor's Degree
4.0,500.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
6.0,72000.0,Bachelor's Degree
3.0,52000.0,Bachelor's Degree
4.0,57000.0,Bachelor's Degree
2.0,48000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
21.0,250000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
6.0,100000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
