Age,Gender,Education Level,Job Title,Years of Experience,Salary
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Scientist,6,180000
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Scientist,6,180000
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Scientist,6,180000
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Scientist,6,180000
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Scientist,6,180000
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Scientist,6,180000
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Scientist,6,180000
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Scientist,6,180000
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Scientist,6,180000
33,Female,Master's Degree,Product Manager,11,198000
29,Female,Master's Degree,Data Analyst,6,150000
33,Female,Master's Degree,Product Manager,11,190000
33,Male,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
31,Female,Master's Degree,Data Scientist,6,170000
33,Female,Master's Degree,Product Manager,11,195000
34,Female,Master's Degree,Product Manager,12,190000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
29,Female,Master's Degree,Data Scientist,6,150000
33,Female,Master's Degree,Product Manager,11,195000
33,Male,Master's Degree,Data Scientist,10,195000
30,Male,Master's Degree,Software Engineer,6,170000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
33,Male,Master's Degree,Data Scientist,10,195000
30,Male,Master's Degree,Software Engineer,6,170000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
33,Male,Master's Degree,Data Scientist,10,195000
30,Male,Master's Degree,Software Engineer,6,170000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
33,Male,Master's Degree,Data Scientist,10,195000
30,Male,Master's Degree,Software Engineer,6,170000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
33,Male,Master's Degree,Data Scientist,10,195000
30,Male,Master's Degree,Software Engineer,6,170000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
27,Female,Master's Degree,Data Scientist,3,180000
43,Male,Master's Degree,Data Scientist,15,198000
31,Male,Master's Degree,Data Scientist,6,175000
29,Female,Master's Degree,Data Scientist,4,182000
33,Female,Master's Degree,Back end Developer,5,110000
27,Female,Master's Degree,Full Stack Engineer,3,100000
35,Male,Master's Degree,Senior Software Engineer,8,155000
46,Female,Master's Degree,Senior Project Engineer,13,180000
41,Male,Master's Degree,Senior Software Engineer,11,165000
37,Male,Master's Degree,Senior Project Engineer,9,145000
26,Female,Master's Degree,Back end Developer,3,90000
37,Female,Master's Degree,Senior Software Engineer,9,155000
44,Female,Master's Degree,Senior Software Engineer,12,170000
35,Male,Master's Degree,Senior Software Engineer,7,140000
26,Female,Master's Degree,Back end Developer,2,70000
42,Female,Master's Degree,Senior Project Engineer,11,170000
36,Female,Master's Degree,Full Stack Engineer,8,140000
41,Female,Master's Degree,Senior Project Engineer,11,165000
26,Female,Master's Degree,Back end Developer,3,90000
31,Male,Master's Degree,Full Stack Engineer,6,130000
24,Female,Master's Degree,Back end Developer,1,60000
37,Male,Master's Degree,Senior Software Engineer,8,150000
44,Female,Master's Degree,Senior Software Engineer,12,170000
34,Male,Master's Degree,Back end Developer,6,125000
43,Female,Master's Degree,Software Engineer Manager,11,160000
27,Female,Master's Degree,Full Stack Engineer,3,95000
32,Female,Master's Degree,Full Stack Engineer,5,120000
25,Female,Master's Degree,Back end Developer,2,75000
41,Female,Master's Degree,Senior Software Engineer,12,160000
33,Male,Master's Degree,Back end Developer,6,130000
37,Male,Master's Degree,Senior Software Engineer,9,145000
44,Female,Master's Degree,Senior Project Engineer,12,170000
38,Female,Master's Degree,Back end Developer,10,155000
34,Male,Master's Degree,Full Stack Engineer,6,125000
44,Female,Master's Degree,Senior Software Engineer,11,170000
27,Female,Master's Degree,Full Stack Engineer,3,100000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Senior Project Engineer,6,125000
28,Female,Master's Degree,Full Stack Engineer,4,110000
30,Female,Master's Degree,Back end Developer,6,130000
37,Male,Master's Degree,Senior Software Engineer,9,150000
31,Male,Master's Degree,Senior Software Engineer,7,140000
32,Female,Master's Degree,Full Stack Engineer,5,120000
32,Female,Master's Degree,Full Stack Engineer,6,130000
32,Male,Master's Degree,Back end Developer,6,130000
34,Male,Master's Degree,Full Stack Engineer,7,140000
44,Male,Master's Degree,Senior Project Engineer,11,170000
27,Female,Master's Degree,Back end Developer,2,70000
36,Female,Master's Degree,Full Stack Engineer,8,140000
33,Male,Master's Degree,Back end Developer,6,130000
43,Male,Master's Degree,Senior Project Engineer,12,165000
36,Male,Master's Degree,Senior Software Engineer,7,140000
37,Male,Master's Degree,Senior Software Engineer,9,150000
28,Female,Master's Degree,Back end Developer,3,90000
27,Female,Master's Degree,Back end Developer,2,70000
27,Female,Master's Degree,Full Stack Engineer,3,100000
37,Male,Master's Degree,Senior Software Engineer,10,155000
44,Female,Master's Degree,Senior Project Engineer,12,170000
31,Male,Master's Degree,Full Stack Engineer,7,140000
33,Male,Master's Degree,Full Stack Engineer,6,130000
32,Male,Master's Degree,Back end Developer,6,130000
44,Female,Master's Degree,Senior Software Engineer,11,170000
36,Male,Master's Degree,Senior Software Engineer,7,140000
28,Female,Master's Degree,Full Stack Engineer,4,110000
37,Male,Master's Degree,Senior Software Engineer,9,145000
27,Female,Master's Degree,Full Stack Engineer,3,100000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Senior Project Engineer,6,125000
31,Male,Master's Degree,Senior Software Engineer,7,140000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
31,Male,Master's Degree,Full Stack Engineer,7,140000
27,Female,Master's Degree,Back end Developer,2,70000
30,Female,Master's Degree,Back end Developer,6,130000
28,Female,Master's Degree,Full Stack Engineer,4,110000
37,Male,Master's Degree,Senior Software Engineer,9,145000
31,Male,Master's Degree,Senior Software Engineer,7,140000
37,Male,Master's Degree,Senior Software Engineer,10,155000
33,Male,Master's Degree,Back end Developer,6,130000
36,Male,Master's Degree,Full Stack Engineer,8,140000
32,Male,Master's Degree,Full Stack Engineer,6,120000
28,Female,Master's Degree,Back end Developer,3,90000
28,Female,Master's Degree,Full Stack Engineer,4,110000
27,Female,Master's Degree,Back end Developer,2,65000
36,Male,Master's Degree,Full Stack Engineer,7,130000
33,Female,Master's Degree,Full Stack Engineer,5,120000
38,Female,Master's Degree,Back end Developer,10,155000
27,Female,Master's Degree,Full Stack Engineer,3,100000
37,Male,Master's Degree,Senior Software Engineer,9,150000
44,Female,Master's Degree,Senior Project Engineer,12,170000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Full Stack Engineer,7,140000
33,Male,Master's Degree,Full Stack Engineer,6,130000
32,Male,Master's Degree,Back end Developer,6,130000
44,Female,Master's Degree,Senior Software Engineer,11,170000
36,Male,Master's Degree,Senior Software Engineer,7,140000
28,Female,Master's Degree,Full Stack Engineer,4,110000
37,Male,Master's Degree,Senior Software Engineer,9,145000
27,Female,Master's Degree,Full Stack Engineer,3,100000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Senior Project Engineer,6,125000
31,Male,Master's Degree,Senior Software Engineer,7,140000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
31,Male,Master's Degree,Full Stack Engineer,7,140000
27,Female,Master's Degree,Back end Developer,2,70000
31,Male,Master's Degree,Senior Project Engineer,6,125000
36,Male,Master's Degree,Senior Software Engineer,8,140000
44,Male,Master's Degree,Senior Project Engineer,11,170000
32,Male,Master's Degree,Back end Developer,6,130000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Senior Project Engineer,7,135000
27,Female,Master's Degree,Back end Developer,2,70000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
31,Male,Master's Degree,Senior Project Engineer,6,125000
27,Female,Master's Degree,Back end Developer,2,70000
38,Male,Master's Degree,Senior Software Engineer,10,155000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
27,Female,Master's Degree,Back end Developer,2,70000
31,Male,Master's Degree,Senior Project Engineer,7,135000
38,Male,Master's Degree,Senior Software Engineer,10,155000
44,Male,Master's Degree,Senior Project Engineer,11,170000
31,Male,Master's Degree,Senior Project Engineer,6,125000
37,Male,Master's Degree,Senior Software Engineer,9,150000
27,Female,Master's Degree,Back end Developer,2,70000
43,Female,Master's Degree,Senior Software Engineer,12,170000
32,Male,Master's Degree,Full Stack Engineer,7,135000
36,Male,Master's Degree,Senior Software Engineer,8,140000
33,Male,Master's Degree,Full Stack Engineer,6,130000
27,Female,Master's Degree,Back end Developer,2,70000
44,Male,Master's Degree,Senior Project Engineer,11,170000
31,Male,Master's Degree,Senior Project Engineer,6,125000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Senior Software Engineer,7,140000
32,Male,Master's Degree,Back end Developer,6,130000
38,Female,Master's Degree,Back end Developer,10,155000
27,Female,Master's Degree,Full Stack Engineer,3,100000
31,Male,Master's Degree,Senior Project Engineer,7,135000
31,Male,Master's Degree,Full Stack Engineer,7,140000
27,Female,Master's Degree,Back end Developer,2,70000
31,Male,Master's Degree,Senior Project Engineer,6,125000
36,Male,Master's Degree,Senior Software Engineer,8,140000
44,Male,Master's Degree,Senior Project Engineer,11,170000
32,Male,Master's Degree,Back end Developer,6,130000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Senior Project Engineer,7,135000
27,Female,Master's Degree,Back end Developer,2,70000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
31,Male,Master's Degree,Senior Project Engineer,6,125000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Full Stack Engineer,7,140000
36,Male,Master's Degree,Senior Software Engineer,8,140000
27,Female,Master's Degree,Back end Developer,2,70000
31,Male,Master's Degree,Senior Project Engineer,7,135000
27,Female,Master's Degree,Full Stack Engineer,3,100000
31,Male,Master's Degree,Senior Project Engineer,6,125000
36,Male,Master's Degree,Senior Software Engineer,8,140000
44,Male,Master's Degree,Senior Project Engineer,11,170000
32,Male,Master's Degree,Back end Developer,6,130000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Senior Project Engineer,7,135000
27,Female,Master's Degree,Back end Developer,2,70000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
31,Male,Master's Degree,Senior Project Engineer,6,125000
38,Male,Master's Degree,Senior Software Engineer,10,155000
29,Female,Master's Degree,Back end Developer,3,90000
26,Female,Master's Degree,Front end Developer,1,55000
30,Male,Master's Degree,Full Stack Engineer,5,105000
39,Female,Master's Degree,Senior Software Engineer,11,160000
29,Female,Master's Degree,Back end Developer,3,90000
30,Male,Master's Degree,Full Stack Engineer,5,105000
26,Female,Master's Degree,Front end Developer,1,55000
30,Male,Master's Degree,Full Stack Engineer,5,105000
39,Female,Master's Degree,Senior Software Engineer,11,160000
29,Female,Master's Degree,Back end Developer,3,90000
30,Male,Master's Degree,Full Stack Engineer,5,105000
26,Female,Master's Degree,Front end Developer,1,55000
30,Male,Master's Degree,Full Stack Engineer,5,105000
39,Female,Master's Degree,Senior Software Engineer,11,160000
29,Female,Master's Degree,Back end Developer,3,90000
30,Male,Master's Degree,Full Stack Engineer,5,105000
26,Female,Master's Degree,Front end Developer,1,55000
30,Male,Master's Degree,Full Stack Engineer,5,105000
39,Female,Master's Degree,Senior Software Engineer,11,160000
29,Female,Master's Degree,Back end Developer,3,90000
30,Male,Master's Degree,Full Stack Engineer,5,105000
26,Female,Master's Degree,Front end Developer,1,55000
30,Male,Master's Degree,Full Stack Engineer,5,105000
39,Female,Master's Degree,Senior Software Engineer,11,160000
29,Female,Master's Degree,Back end Developer,3,90000
30,Male,Master's Degree,Full Stack Engineer,5,105000
26,Female,Master's Degree,Front end Developer,1,55000
30,Male,Master's Degree,Full Stack Engineer,5,105000
39,Female,Master's Degree,Senior Software Engineer,11,160000
29,Female,Master's Degree,Back end Developer,3,90000
30,Male,Master's Degree,Full Stack Engineer,5,105000
42,Female,Master's Degree,Software Engineer Manager,13,170000
34,Female,Master's Degree,Full Stack Engineer,7,130000
36,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,4,90000
41,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
36,Male,Master's Degree,Back end Developer,9,150000
39,Female,Master's Degree,Software Engineer Manager,12,160000
36,Male,Master's Degree,Back end Developer,9,150000
39,Female,Master's Degree,Software Engineer Manager,12,160000
36,Male,Master's Degree,Back end Developer,9,150000
39,Female,Master's Degree,Software Engineer Manager,12,160000
36,Male,Master's Degree,Back end Developer,9,150000
39,Female,Master's Degree,Software Engineer Manager,12,160000
36,Male,Master's Degree,Back end Developer,9,150000
39,Female,Master's Degree,Software Engineer Manager,12,160000
36,Male,Master's Degree,Back end Developer,9,150000
39,Female,Master's Degree,Software Engineer Manager,12,160000
36,Male,Master's Degree,Back end Developer,9,150000
39,Female,Master's Degree,Software Engineer Manager,12,160000
36,Male,Master's Degree,Back end Developer,9,150000
39,Female,Master's Degree,Software Engineer Manager,12,160000
36,Male,Master's Degree,Back end Developer,9,150000
39,Female,Master's Degree,Software Engineer Manager,12,160000
40,Female,Master's Degree,Software Engineer Manager,12,160000
33,Female,Master's Degree,Full Stack Engineer,6,115000
35,Male,Master's Degree,Back end Developer,8,140000
31,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
37,Male,Master's Degree,Software Engineer Manager,10,150000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
31,Male,Master's Degree,Software Engineer Manager,8,130000
35,Female,Master's Degree,Full Stack Engineer,8,140000
32,Male,Master's Degree,Back end Developer,7,120000
34,Male,Master's Degree,Front end Developer,9,150000
41,Male,Master's Degree,Software Engineer Manager,14,180000
37,Male,Master's Degree,Software Engineer Manager,10,150000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Male,Master's Degree,Front end Developer,5,105000
39,Female,Master's Degree,Software Engineer Manager,11,170000
32,Male,Master's Degree,Back end Developer,7,120000
34,Male,Master's Degree,Front end Developer,9,150000
41,Male,Master's Degree,Software Engineer Manager,14,180000
37,Male,Master's Degree,Software Engineer Manager,10,150000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
30,Female,Master's Degree,Front end Developer,5,105000
42,Male,Master's Degree,Software Engineer Manager,13,170000
39,Female,Master's Degree,Software Engineer Manager,12,160000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Male,Master's Degree,Back end Developer,8,140000
33,Female,Master's Degree,Data Analyst,7,95000
31,Male,Master's Degree,Product Manager,6,120000
25,Female,Master's Degree,Software Engineer,2,60000
33,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
43,Male,Master's Degree,Senior Software Engineer,21,187081
27,Female,Master's Degree,Front end Developer,5,78354
29,Female,Master's Degree,Senior Software Engineer,6,132720
41,Male,Master's Degree,Front end Developer,13,127346
35,Male,Master's Degree,Senior Project Engineer,8,101332
43,Male,Master's Degree,Senior Software Engineer,21,185119
50,Male,Master's Degree,Software Engineer Manager,21,166512
52,Female,Master's Degree,Senior Software Engineer,28,186963
34,Female,Master's Degree,Full Stack Engineer,10,163398
58,Male,Master's Degree,Senior Software Engineer,27,190004
35,Female,Master's Degree,Full Stack Engineer,10,152039
28,Male,Master's Degree,Front end Developer,5,76742
34,Male,Master's Degree,Full Stack Engineer,12,160976
33,Female,Master's Degree,Senior Project Engineer,9,126753
37,Other,Master's Degree,Full Stack Engineer,14,161393
33,Male,Master's Degree,Senior Software Engineer,8,139817
30,Male,Master's Degree,Full Stack Engineer,6,105725
36,Male,Master's Degree,Front end Developer,8,106492
28,Female,Master's Degree,Senior Software Engineer,5,99747
28,Female,Master's Degree,Full Stack Engineer,7,115920
32,Male,Master's Degree,Senior Project Engineer,11,128078
24,Male,Master's Degree,Back end Developer,0,55538
29,Female,Master's Degree,Full Stack Engineer,4,104702
40,Female,Master's Degree,Senior Software Engineer,16,138032
43,Male,Master's Degree,Full Stack Engineer,17,155414
30,Male,Master's Degree,Front end Developer,8,107895
26,Male,Master's Degree,Full Stack Engineer,4,102859
57,Female,Master's Degree,Full Stack Engineer,33,188232
42,Female,Master's Degree,Senior Software Engineer,16,138286
27,Female,Master's Degree,Back end Developer,4,73938
31,Female,Master's Degree,Full Stack Engineer,6,101186
39,Male,Master's Degree,Software Engineer Manager,14,142360
39,Female,Master's Degree,Senior Software Engineer,15,134641
47,Male,Master's Degree,Senior Project Engineer,25,178859
38,Female,Master's Degree,Senior Software Engineer,13,134858
43,Male,Master's Degree,Senior Software Engineer,21,187081
27,Female,Master's Degree,Front end Developer,5,78354
29,Female,Master's Degree,Senior Software Engineer,6,132720
41,Male,Master's Degree,Front end Developer,13,127346
35,Male,Master's Degree,Senior Project Engineer,8,101332
43,Male,Master's Degree,Senior Software Engineer,21,185119
50,Male,Master's Degree,Software Engineer Manager,21,166512
52,Female,Master's Degree,Senior Software Engineer,28,186963
34,Female,Master's Degree,Full Stack Engineer,10,163398
58,Male,Master's Degree,Senior Software Engineer,27,190004
35,Female,Master's Degree,Full Stack Engineer,10,152039
28,Male,Master's Degree,Front end Developer,5,76742
34,Male,Master's Degree,Full Stack Engineer,12,160976
33,Female,Master's Degree,Senior Project Engineer,9,126753
37,Other,Master's Degree,Full Stack Engineer,14,161393
33,Male,Master's Degree,Senior Software Engineer,8,139817
30,Male,Master's Degree,Full Stack Engineer,6,105725
36,Male,Master's Degree,Front end Developer,8,106492
28,Female,Master's Degree,Senior Software Engineer,5,99747
28,Female,Master's Degree,Full Stack Engineer,7,115920
32,Male,Master's Degree,Senior Project Engineer,11,128078
24,Male,Master's Degree,Back end Developer,0,55538
29,Female,Master's Degree,Full Stack Engineer,4,104702
40,Female,Master's Degree,Senior Software Engineer,16,138032
43,Male,Master's Degree,Full Stack Engineer,17,155414
30,Male,Master's Degree,Front end Developer,8,107895
26,Male,Master's Degree,Full Stack Engineer,4,102859
57,Female,Master's Degree,Full Stack Engineer,33,188232
42,Female,Master's Degree,Senior Software Engineer,16,138286
27,Female,Master's Degree,Back end Developer,4,73938
31,Female,Master's Degree,Full Stack Engineer,6,101186
39,Male,Master's Degree,Software Engineer Manager,14,142360
39,Female,Master's Degree,Senior Software Engineer,15,134641
47,Male,Master's Degree,Senior Project Engineer,25,178859
38,Female,Master's Degree,Senior Software Engineer,13,134858
30,Female,Master's Degree,Senior Project Engineer,5,106278
28,Male,Master's Degree,Full Stack Engineer,4,90452
44,Male,Master's Degree,Senior Software Engineer,19,152203
35,Male,Master's Degree,Full Stack Engineer,9,130275
46,Male,Master's Degree,Senior Software Engineer,21,174305
26,Male,Master's Degree,Front end Developer,4,75656
36,Male,Master's Degree,Full Stack Engineer,11,137775
49,Male,Master's Degree,Software Engineer Manager,22,182237
35,Female,Master's Degree,Full Stack Engineer,10,151901
43,Male,Master's Degree,Full Stack Engineer,20,167207
33,Female,Master's Degree,Senior Project Engineer,10,112439
36,Female,Master's Degree,Senior Software Engineer,13,139413
50,Female,Master's Degree,Full Stack Engineer,25,192344
52,Male,Master's Degree,Senior Software Engineer,26,184816
38,Male,Master's Degree,Full Stack Engineer,15,170995
33,Female,Master's Degree,Front end Developer,10,119419
45,Female,Master's Degree,Senior Software Engineer,23,174436
42,Female,Master's Degree,Full Stack Engineer,14,163558
54,Male,Master's Degree,Senior Software Engineer,31,193746
33,Female,Master's Degree,Full Stack Engineer,8,122581
26,Male,Master's Degree,Full Stack Engineer,4,89843
31,Female,Master's Degree,Senior Software Engineer,6,113563
32,Male,Master's Degree,Senior Project Engineer,8,121454
26,Female,Master's Degree,Front end Developer,3,72649
48,Female,Master's Degree,Senior Software Engineer,24,184006
30,Female,Master's Degree,Full Stack Engineer,5,102465
40,Male,Master's Degree,Software Engineer Manager,16,149748
36,Male,Master's Degree,Full Stack Engineer,13,146351
26,Male,Master's Degree,Full Stack Engineer,4,90944
30,Female,Master's Degree,Senior Project Engineer,5,100425
